Name,Slot,Damage,Armor,Spirit,Stamina,Worth,Desc
Lord Generals Sword,main hand,0,0,0,0,0,Nothing
Mind Carver,main hand,0,0,0,0,0,Nothing
Mirahs Song,main hand,0,0,0,0,0,Nothing
Night Watch Shortsword,main hand,0,0,0,0,0,Nothing
Nordic Longshank,main hand,0,0,0,0,0,Nothing
Outlaw Sabre,main hand,0,0,0,0,0,Nothing
Phantom Blade,main hand,0,0,0,0,0,Nothing
Phase Blade,main hand,0,0,0,0,0,Nothing
Protectors Sword,main hand,0,0,0,0,0,Nothing
Ravenholdt Slicer,main hand,0,0,0,0,0,Nothing
Reforged Blade of Heroes,main hand,0,0,0,0,0,Nothing
Renatakis Soul Conduit,main hand,0,0,0,0,0,Nothing
Sangthraze the Deflector,main hand,0,0,0,0,0,Nothing
Scorpion Sting,main hand,0,0,0,0,0,Nothing
Serpent Slicer,main hand,0,0,0,0,0,Nothing
Shadowfang,main hand,0,0,0,0,0,Nothing
Shortsword of Vengeance,main hand,0,0,0,0,0,Nothing
Silent Fang,main hand,0,0,0,0,0,Nothing
Skullforge Reaver,main hand,0,0,0,0,0,Nothing
Speedsteel Rapier,main hand,0,0,0,0,0,Nothing
Sword of Corruption,main hand,0,0,0,0,0,Nothing
Sword of Decay,main hand,0,0,0,0,0,Nothing
Sword of Omen,main hand,0,0,0,0,0,Nothing
Sword of Serenity,main hand,0,0,0,0,0,Nothing
Sword of Zeal,main hand,0,0,0,0,0,Nothing
Tainted Pierce,main hand,0,0,0,0,0,Nothing
The Black Knight,main hand,0,0,0,0,0,Nothing
The Butcher,main hand,0,0,0,0,0,Nothing
Thrash Blade,main hand,0,0,0,0,0,Nothing
Twisted Sabre,main hand,0,0,0,0,0,Nothing
Vanquishers Sword,main hand,0,0,0,0,0,Nothing
Wingblade,main hand,0,0,0,0,0,Nothing
Zealot Blade,main hand,0,0,0,0,0,Nothing
Zulian Slicer,main hand,0,0,0,0,0,Nothing
Battlefell Sabre,main hand,0,0,0,0,0,Nothing
Beaststalker Blade,main hand,0,0,0,0,0,Nothing
Black Metal Shortsword,main hand,0,0,0,0,0,Nothing
Blackwater Cutlass,main hand,0,0,0,0,0,Nothing
Blade of Reckoning,main hand,0,0,0,0,0,Nothing
Blade of the Wretched,main hand,0,0,0,0,0,Nothing
Bluegill Kukri,main hand,0,0,0,0,0,Nothing
Briarsteel Shortsword,main hand,0,0,0,0,0,Nothing
Brushwood Blade,main hand,0,0,0,0,0,Nothing
Butchers Slicer,main hand,0,0,0,0,0,Nothing
Buzz Saw,main hand,0,0,0,0,0,Nothing
Claystone Shortsword,main hand,0,0,0,0,0,Nothing
Crystal Sword,main hand,0,0,0,0,0,Nothing
Cursed Felblade,main hand,0,0,0,0,0,Nothing
Darkwater Talwar,main hand,0,0,0,0,0,Nothing
Daryls Shortsword,main hand,0,0,0,0,0,Nothing
Dazzling Mithril Rapier,main hand,0,0,0,0,0,Nothing
Decapitating Sword,main hand,0,0,0,0,0,Nothing
Defias Rapier,main hand,0,0,0,0,0,Nothing
Dimensional Blade,main hand,0,0,0,0,0,Nothing
Dragonmaw Shortsword,main hand,0,0,0,0,0,Nothing
Dwarf Captains Sword,main hand,0,0,0,0,0,Nothing
Ebon Scimitar,main hand,0,0,0,0,0,Nothing
Elegant Shortsword,main hand,0,0,0,0,0,Nothing
Elunite Sword,main hand,0,0,0,0,0,Nothing
Enamelled Broadsword,main hand,0,0,0,0,0,Nothing
Enchanted Azsharite Felbane Sword,main hand,0,0,0,0,0,Nothing
Feral Blade,main hand,0,0,0,0,0,Nothing
Fighter Broadsword,main hand,0,0,0,0,0,Nothing
Furious Falchion,main hand,0,0,0,0,0,Nothing
Haggards Sword,main hand,0,0,0,0,0,Nothing
Hameyas Slayer,main hand,0,0,0,0,0,Nothing
Hardened Iron Shortsword,main hand,0,0,0,0,0,Nothing
Heirloom Sword,main hand,0,0,0,0,0,Nothing
Holy War Sword,main hand,0,0,0,0,0,Nothing
Intrepid Shortsword,main hand,0,0,0,0,0,Nothing
Jade Serpentblade,main hand,0,0,0,0,0,Nothing
Knightly Longsword,main hand,0,0,0,0,0,Nothing
Linkens Sword of Mastery,main hand,0,0,0,0,0,Nothing
Lucine Longsword,main hand,0,0,0,0,0,Nothing
Mercenary Blade,main hand,0,0,0,0,0,Nothing
Militant Shortsword,main hand,0,0,0,0,0,Nothing
Nobles Brand,main hand,0,0,0,0,0,Nothing
Northern Shortsword,main hand,0,0,0,0,0,Nothing
Notched Shortsword,main hand,0,0,0,0,0,Nothing
Ogre Pocket Knife,main hand,0,0,0,0,0,Nothing
Olmann Sewar,main hand,0,0,0,0,0,Nothing
Pale Skinner,main hand,0,0,0,0,0,Nothing
Phytoblade,main hand,0,0,0,0,0,Nothing
Raider Shortsword,main hand,0,0,0,0,0,Nothing
Redridge Machete,main hand,0,0,0,0,0,Nothing
Rune Sword,main hand,0,0,0,0,0,Nothing
Scimitar of Atun,main hand,0,0,0,0,0,Nothing
Silithid Ripper,main hand,0,0,0,0,0,Nothing
Skeletal Longsword,main hand,0,0,0,0,0,Nothing
Slatemetal Cutlass,main hand,0,0,0,0,0,Nothing
Solid Shortblade,main hand,0,0,0,0,0,Nothing
Sword of Hammerfall,main hand,0,0,0,0,0,Nothing
Sword of the Night Sky,main hand,0,0,0,0,0,Nothing
Talonstrike,main hand,0,0,0,0,0,Nothing
Thiefs Blade,main hand,0,0,0,0,0,Nothing
Thungrims Sword,main hand,0,0,0,0,0,Nothing
Tidecrest Blade,main hand,0,0,0,0,0,Nothing
Umbral Sword,main hand,0,0,0,0,0,Nothing
Valiant Shortsword,main hand,0,0,0,0,0,Nothing
Viking Sword,main hand,0,0,0,0,0,Nothing
Wicked Mithril Blade,main hand,0,0,0,0,0,Nothing
Widow Blade,main hand,0,0,0,0,0,Nothing
Zorbins Mega-Slicer,main hand,0,0,0,0,0,Nothing
Broadsword,main hand,0,0,0,0,0,Nothing
Bronze Shortsword,main hand,0,0,0,0,0,Nothing
Copper Shortsword,main hand,0,0,0,0,0,Nothing
Cutlass,main hand,0,0,0,0,0,Nothing
Deadman Blade,main hand,0,0,0,0,0,Nothing
Deathstalker Shortsword,main hand,0,0,0,0,0,Nothing
Dull Blade,main hand,0,0,0,0,0,Nothing
Falchion,main hand,0,0,0,0,0,Nothing
Fine Scimitar,main hand,0,0,0,0,0,Nothing
Fire Sword of Crippling,main hand,0,0,0,0,0,Nothing
Forsaken Shortsword,main hand,0,0,0,0,0,Nothing
Frostmane Shortsword,main hand,0,0,0,0,0,Nothing
Gladius,main hand,0,0,0,0,0,Nothing
Harpy Wing Clipper,main hand,0,0,0,0,0,Nothing
Keen Machete,main hand,0,0,0,0,0,Nothing
Longsword,main hand,0,0,0,0,0,Nothing
Militia Shortsword,main hand,0,0,0,0,0,Nothing
Pitted Defias Shortsword,main hand,0,0,0,0,0,Nothing
Rockjaw Blade,main hand,0,0,0,0,0,Nothing
Rodentia Shortsword,main hand,0,0,0,0,0,Nothing
Scimitar,main hand,0,0,0,0,0,Nothing
Short Sabre,main hand,0,0,0,0,0,Nothing
Shortsword,main hand,0,0,0,0,0,Nothing
Smotts Cutlass,main hand,0,0,0,0,0,Nothing
Stonesplinter Blade,main hand,0,0,0,0,0,Nothing
Thistlewood Blade,main hand,0,0,0,0,0,Nothing
Well-used Sword,main hand,0,0,0,0,0,Nothing
Worn Shortsword,main hand,0,0,0,0,0,Nothing
Commoners Sword,main hand,0,0,0,0,0,Nothing
Feeble Sword,main hand,0,0,0,0,0,Nothing
Fine Longsword,main hand,0,0,0,0,0,Nothing
Light Scimitar,main hand,0,0,0,0,0,Nothing
Sharp Shortsword,main hand,0,0,0,0,0,Nothing
Short Cutlass,main hand,0,0,0,0,0,Nothing
Stock Shortsword,main hand,0,0,0,0,0,Nothing
Warped Blade,main hand,0,0,0,0,0,Nothing
Alcors Sunrazor,main hand,0,0,0,0,0,Nothing
Black Amnesty,main hand,0,0,0,0,0,Nothing
Blade of Eternal Darkness,main hand,0,0,0,0,0,Nothing
Blessed Qiraji Pugio,main hand,0,0,0,0,0,Nothing
Claw of Chromaggus,main hand,0,0,0,0,0,Nothing
Core Hound Tooth,main hand,0,0,0,0,0,Nothing
Dagger of Veiled Shadows,main hand,0,0,0,0,0,Nothing
Deaths Sting,main hand,0,0,0,0,0,Nothing
Dragonfang Blade,main hand,0,0,0,0,0,Nothing
Emerald Dragonfang,main hand,0,0,0,0,0,Nothing
Fang of Korialstrasz,main hand,0,0,0,0,0,Nothing
Fang of the Faceless,main hand,0,0,0,0,0,Nothing
Fang of the Mystics,main hand,0,0,0,0,0,Nothing
Fang of Venoxis,main hand,0,0,0,0,0,Nothing
Felstriker,main hand,0,0,0,0,0,Nothing
Grand Marshals Dirk,main hand,0,0,0,0,0,Nothing
Grand Marshals Mageblade,main hand,0,0,0,0,0,Nothing
Gut Ripper,main hand,0,0,0,0,0,Nothing
Gutgore Ripper,main hand,0,0,0,0,0,Nothing
Harbinger of Doom,main hand,0,0,0,0,0,Nothing
High Warlords Razor,main hand,0,0,0,0,0,Nothing
High Warlords Spellblade,main hand,0,0,0,0,0,Nothing
Kingsfall,main hand,0,0,0,0,0,Nothing
Kris of Unspoken Names,main hand,0,0,0,0,0,Nothing
Maexxnas Fang,main hand,0,0,0,0,0,Nothing
Midnight Haze,main hand,0,0,0,0,0,Nothing
Mindfang,main hand,0,0,0,0,0,Nothing
Perditions Blade,main hand,0,0,0,0,0,Nothing
Qiraji Sacrificial Dagger,main hand,0,0,0,0,0,Nothing
Sageclaw,main hand,0,0,0,0,0,Nothing
Shadowblade,main hand,0,0,0,0,0,Nothing
Shadowsongs Sorrow,main hand,0,0,0,0,0,Nothing
Sorcerous Dagger,main hand,0,0,0,0,0,Nothing
The Lobotomizer,main hand,0,0,0,0,0,Nothing
Assassins Blade,main hand,0,0,0,0,0,Nothing
Barman Shanker,main hand,0,0,0,0,0,Nothing
Bite of Serrakis,main hand,0,0,0,0,0,Nothing
Black Menace,main hand,0,0,0,0,0,Nothing
Blackfang,main hand,0,0,0,0,0,Nothing
Blackvenom Blade,main hand,0,0,0,0,0,Nothing
Blade of the New Moon,main hand,0,0,0,0,0,Nothing
Blood-etched Blade,main hand,0,0,0,0,0,Nothing
Bonescraper,main hand,0,0,0,0,0,Nothing
Charstone Dirk,main hand,0,0,0,0,0,Nothing
Claw of the Shadowmancer,main hand,0,0,0,0,0,Nothing
Coldrage Dagger,main hand,0,0,0,0,0,Nothing
Crystal Tipped Stiletto,main hand,0,0,0,0,0,Nothing
Dark Whisper Blade,main hand,0,0,0,0,0,Nothing
Darrowspike,main hand,0,0,0,0,0,Nothing
Dire Nail,main hand,0,0,0,0,0,Nothing
Distracting Dagger,main hand,0,0,0,0,0,Nothing
Doomspike,main hand,0,0,0,0,0,Nothing
Electrified Dagger,main hand,0,0,0,0,0,Nothing
Evocators Blade,main hand,0,0,0,0,0,Nothing
Fang of the Crystal Spider,main hand,0,0,0,0,0,Nothing
Finkles Skinner,main hand,0,0,0,0,0,Nothing
Flarethorn,main hand,0,0,0,0,0,Nothing
Frightalon,main hand,0,0,0,0,0,Nothing
Gift of the Elven Magi,main hand,0,0,0,0,0,Nothing
Glacial Blade,main hand,0,0,0,0,0,Nothing
Glacial Spike,main hand,0,0,0,0,0,Nothing
Gutwrencher,main hand,0,0,0,0,0,Nothing
Heartseeker,main hand,0,0,0,0,0,Nothing
Hookfang Shanker,main hand,0,0,0,0,0,Nothing
Howling Blade,main hand,0,0,0,0,0,Nothing
Hypnotic Blade,main hand,0,0,0,0,0,Nothing
Julies Dagger,main hand,0,0,0,0,0,Nothing
Keris of ZulSerak,main hand,0,0,0,0,0,Nothing
Lifeforce Dirk,main hand,0,0,0,0,0,Nothing
Lorespinner,main hand,0,0,0,0,0,Nothing
Meteor Shard,main hand,0,0,0,0,0,Nothing
Prison Shank,main hand,0,0,0,0,0,Nothing
Satyrs Lash,main hand,0,0,0,0,0,Nothing
Scarlet Kris,main hand,0,0,0,0,0,Nothing
Scorns Focal Dagger,main hand,0,0,0,0,0,Nothing
Scouts Blade,main hand,0,0,0,0,0,Nothing
Searing Needle,main hand,0,0,0,0,0,Nothing
Sentinels Blade,main hand,0,0,0,0,0,Nothing
Shivsprockets Shiv,main hand,0,0,0,0,0,Nothing
Sliverblade,main hand,0,0,0,0,0,Nothing
Specters Blade,main hand,0,0,0,0,0,Nothing
Stealthblade,main hand,0,0,0,0,0,Nothing
Stonevault Shiv,main hand,0,0,0,0,0,Nothing
Swinetusk Shank,main hand,0,0,0,0,0,Nothing
Talon of Vultros,main hand,0,0,0,0,0,Nothing
The Lost Kris of Zedd,main hand,0,0,0,0,0,Nothing
The Shadowfoot Stabber,main hand,0,0,0,0,0,Nothing
The Thunderwood Poker,main hand,0,0,0,0,0,Nothing
The Ziggler,main hand,0,0,0,0,0,Nothing
Torturing Poker,main hand,0,0,0,0,0,Nothing
Toxic Revenger,main hand,0,0,0,0,0,Nothing
Vendetta,main hand,0,0,0,0,0,Nothing
Verimondes Last Resort,main hand,0,0,0,0,0,Nothing
Widowmaker,main hand,0,0,0,0,0,Nothing
Witchblade,main hand,0,0,0,0,0,Nothing
Wushoolays Poker,main hand,0,0,0,0,0,Nothing
Battle Knife,main hand,0,0,0,0,0,Nothing
Beasthunter Dagger,main hand,0,0,0,0,0,Nothing
Big Bronze Knife,main hand,0,0,0,0,0,Nothing
Black Crystal Dagger,main hand,0,0,0,0,0,Nothing
Blade of Cunning,main hand,0,0,0,0,0,Nothing
Bloodstrike Dagger,main hand,0,0,0,0,0,Nothing
Brackclaw,main hand,0,0,0,0,0,Nothing
Broad Bladed Knife,main hand,0,0,0,0,0,Nothing
Carving Knife,main hand,0,0,0,0,0,Nothing
Ceremonial Elven Blade,main hand,0,0,0,0,0,Nothing
Chanting Blade,main hand,0,0,0,0,0,Nothing
Compact Fighting Knife,main hand,0,0,0,0,0,Nothing
Craftsmans Dagger,main hand,0,0,0,0,0,Nothing
Cross Dagger,main hand,0,0,0,0,0,Nothing
Curved Dagger,main hand,0,0,0,0,0,Nothing
Curvewood Dagger,main hand,0,0,0,0,0,Nothing
Daring Dirk,main hand,0,0,0,0,0,Nothing
Deadly Bronze Poniard,main hand,0,0,0,0,0,Nothing
Deadly Kris,main hand,0,0,0,0,0,Nothing
Demon Blade,main hand,0,0,0,0,0,Nothing
Dreadblade,main hand,0,0,0,0,0,Nothing
Ebon Shiv,main hand,0,0,0,0,0,Nothing
Elunite Dagger,main hand,0,0,0,0,0,Nothing
Enchanted Azsharite Felbane Dagger,main hand,0,0,0,0,0,Nothing
Fiendish Skiv,main hand,0,0,0,0,0,Nothing
Flesh Piercer,main hand,0,0,0,0,0,Nothing
Gahzrilla Fang,main hand,0,0,0,0,0,Nothing
Giant Tarantula Fang,main hand,0,0,0,0,0,Nothing
Glinting Steel Dagger,main hand,0,0,0,0,0,Nothing
Goblin Screwdriver,main hand,0,0,0,0,0,Nothing
Haggards Dagger,main hand,0,0,0,0,0,Nothing
Harpy Skinner,main hand,0,0,0,0,0,Nothing
Heirloom Dagger,main hand,0,0,0,0,0,Nothing
Hollowfang Blade,main hand,0,0,0,0,0,Nothing
Honed Stiletto,main hand,0,0,0,0,0,Nothing
Hook Dagger,main hand,0,0,0,0,0,Nothing
Hunt Tracker Blade,main hand,0,0,0,0,0,Nothing
Jagged Dagger,main hand,0,0,0,0,0,Nothing
Jeweled Dagger,main hand,0,0,0,0,0,Nothing
Kris of Orgrimmar,main hand,0,0,0,0,0,Nothing
Long Crawler Limb,main hand,0,0,0,0,0,Nothing
Naraxis Fang,main hand,0,0,0,0,0,Nothing
Pearl-handled Dagger,main hand,0,0,0,0,0,Nothing
Razor Blade,main hand,0,0,0,0,0,Nothing
Relic Blade,main hand,0,0,0,0,0,Nothing
Ritual Blade,main hand,0,0,0,0,0,Nothing
Sacrificial Kris,main hand,0,0,0,0,0,Nothing
Scrimshaw Dagger,main hand,0,0,0,0,0,Nothing
Searing Golden Blade,main hand,0,0,0,0,0,Nothing
Serrated Knife,main hand,0,0,0,0,0,Nothing
Silent Hunter,main hand,0,0,0,0,0,Nothing
Skilled Fighting Blade,main hand,0,0,0,0,0,Nothing
Slicer Blade,main hand,0,0,0,0,0,Nothing
Small Hand Blade,main hand,0,0,0,0,0,Nothing
Spikelash Dagger,main hand,0,0,0,0,0,Nothing
Stonesplinter Dagger,main hand,0,0,0,0,0,Nothing
Tail Spike,main hand,0,0,0,0,0,Nothing
Thornblade,main hand,0,0,0,0,0,Nothing
Thungrims Dagger,main hand,0,0,0,0,0,Nothing
Tigerbane,main hand,0,0,0,0,0,Nothing
Tokkars Murloc Shanker,main hand,0,0,0,0,0,Nothing
Umbral Dagger,main hand,0,0,0,0,0,Nothing
Venom Web Fang,main hand,0,0,0,0,0,Nothing
Vorpal Dagger,main hand,0,0,0,0,0,Nothing
War Knife,main hand,0,0,0,0,0,Nothing
Wyvern Tailspike,main hand,0,0,0,0,0,Nothing
Anvilmar Knife,main hand,0,0,0,0,0,Nothing
Bloodstained Knife,main hand,0,0,0,0,0,Nothing
Buzzer Blade,main hand,0,0,0,0,0,Nothing
Camping Knife,main hand,0,0,0,0,0,Nothing
Ceremonial Knife,main hand,0,0,0,0,0,Nothing
Copper Dagger,main hand,0,0,0,0,0,Nothing
Deadman Dagger,main hand,0,0,0,0,0,Nothing
Dirk,main hand,0,0,0,0,0,Nothing
Forsaken Dagger,main hand,0,0,0,0,0,Nothing
Jambiya,main hand,0,0,0,0,0,Nothing
Kris,main hand,0,0,0,0,0,Nothing
Long Bayonet,main hand,0,0,0,0,0,Nothing
Main Gauche,main hand,0,0,0,0,0,Nothing
Militia Dagger,main hand,0,0,0,0,0,Nothing
Poniard,main hand,0,0,0,0,0,Nothing
Primitive Hand Blade,main hand,0,0,0,0,0,Nothing
Pruning Knife,main hand,0,0,0,0,0,Nothing
Razormane Backstabber,main hand,0,0,0,0,0,Nothing
Rondel,main hand,0,0,0,0,0,Nothing
Shadow Hunter Knife,main hand,0,0,0,0,0,Nothing
Sharp Kitchen Knife,main hand,0,0,0,0,0,Nothing
Simple Dagger,main hand,0,0,0,0,0,Nothing
Small Green Dagger,main hand,0,0,0,0,0,Nothing
Stiletto,main hand,0,0,0,0,0,Nothing
Thistlewood Dagger,main hand,0,0,0,0,0,Nothing
Thornspike,main hand,0,0,0,0,0,Nothing
Trogg Dagger,main hand,0,0,0,0,0,Nothing
Whittling Knife,main hand,0,0,0,0,0,Nothing
Worn Dagger,main hand,0,0,0,0,0,Nothing
Deft Stiletto,main hand,0,0,0,0,0,Nothing
Fine Pointed Dagger,main hand,0,0,0,0,0,Nothing
Fisherman Knife,main hand,0,0,0,0,0,Nothing
Hunting Knife,main hand,0,0,0,0,0,Nothing
Sharpened Letter Opener,main hand,0,0,0,0,0,Nothing
Shiny Dirk,main hand,0,0,0,0,0,Nothing
Small Dagger,main hand,0,0,0,0,0,Nothing
Spiked Dagger,main hand,0,0,0,0,0,Nothing
Threshadon Fang,main hand,0,0,0,0,0,Nothing
Arlokks Grasp,main hand,0,0,0,0,0,Nothing
Claw of the Black Drake,main hand,0,0,0,0,0,Nothing
Claw of the Frost Wyrm,main hand,0,0,0,0,0,Nothing
Eskhandars Left Claw,main hand,0,0,0,0,0,Nothing
Eskhandars Right Claw,main hand,0,0,0,0,0,Nothing
Grand Marshals Left Hand Blade,main hand,0,0,0,0,0,Nothing
Grand Marshals Right Hand Blade,main hand,0,0,0,0,0,Nothing
High Warlords Left Claw,main hand,0,0,0,0,0,Nothing
High Warlords Right Claw,main hand,0,0,0,0,0,Nothing
Silithid Claw,main hand,0,0,0,0,0,Nothing
Thekals Grasp,main hand,0,0,0,0,0,Nothing
Bloodfist,main hand,0,0,0,0,0,Nothing
Claw of Celebras,main hand,0,0,0,0,0,Nothing
Gargoyle Shredder Talons,main hand,0,0,0,0,0,Nothing
Hurd Smasher,main hand,0,0,0,0,0,Nothing
Iron Knuckles,main hand,0,0,0,0,0,Nothing
Leftys Brass Knuckle,main hand,0,0,0,0,0,Nothing
Vilerend Slicer,main hand,0,0,0,0,0,Nothing
Willeys Back Scratcher,main hand,0,0,0,0,0,Nothing
Jagged Bone Fist,main hand,0,0,0,0,0,Nothing
Rockfist,main hand,0,0,0,0,0,Nothing
White Bone Shredder,main hand,0,0,0,0,0,Nothing
Bloody Brass Knuckles,main hand,0,0,0,0,0,Nothing
Left-Handed Blades,main hand,0,0,0,0,0,Nothing
Left-Handed Brass Knuckles,main hand,0,0,0,0,0,Nothing
Left-Handed Claw,main hand,0,0,0,0,0,Nothing
Right-Handed Blades,main hand,0,0,0,0,0,Nothing
Right-Handed Brass Knuckles,main hand,0,0,0,0,0,Nothing
Right-Handed Claw,main hand,0,0,0,0,0,Nothing
Ancient Hakkari Manslayer,main hand,0,0,0,0,0,Nothing
Axe of the Deep Woods,main hand,0,0,0,0,0,Nothing
Blessed Qiraji War Axe,main hand,0,0,0,0,0,Nothing
Deathbringer,main hand,0,0,0,0,0,Nothing
Dooms Edge,main hand,0,0,0,0,0,Nothing
Flurry Axe,main hand,0,0,0,0,0,Nothing
Grand Marshals Handaxe,main hand,0,0,0,0,0,Nothing
Hatchet of Sundered Bone,main hand,0,0,0,0,0,Nothing
High Warlords Cleaver,main hand,0,0,0,0,0,Nothing
Scythe of the Unseen Path,main hand,0,0,0,0,0,Nothing
Sickle of Unyielding Strength,main hand,0,0,0,0,0,Nothing
Annihilator,main hand,0,0,0,0,0,Nothing
Axe of Rinji,main hand,0,0,0,0,0,Nothing
Axe of the Enforcer,main hand,0,0,0,0,0,Nothing
Bearded Boneaxe,main hand,0,0,0,0,0,Nothing
Bone Slicing Hatchet,main hand,0,0,0,0,0,Nothing
Butchers Cleaver,main hand,0,0,0,0,0,Nothing
Curve-bladed Ripper,main hand,0,0,0,0,0,Nothing
Dark Iron Destroyer,main hand,0,0,0,0,0,Nothing
Dawns Edge,main hand,0,0,0,0,0,Nothing
Demonfork,main hand,0,0,0,0,0,Nothing
Digmaster 5000,main hand,0,0,0,0,0,Nothing
Frostbite,main hand,0,0,0,0,0,Nothing
Grimclaw,main hand,0,0,0,0,0,Nothing
Grizzles Skinner,main hand,0,0,0,0,0,Nothing
Guillotine Axe,main hand,0,0,0,0,0,Nothing
Headsplitter,main hand,0,0,0,0,0,Nothing
Hedgecutter,main hand,0,0,0,0,0,Nothing
Iceblade Hacker,main hand,0,0,0,0,0,Nothing
Pronged Reaver,main hand,0,0,0,0,0,Nothing
Razors Edge,main hand,0,0,0,0,0,Nothing
Ribsplitter,main hand,0,0,0,0,0,Nothing
Ripsaw,main hand,0,0,0,0,0,Nothing
Rivenspike,main hand,0,0,0,0,0,Nothing
Serathil,main hand,0,0,0,0,0,Nothing
Serpents Kiss,main hand,0,0,0,0,0,Nothing
Shovelphlanges Mining Axe,main hand,0,0,0,0,0,Nothing
Sickle Axe,main hand,0,0,0,0,0,Nothing
Soul Breaker,main hand,0,0,0,0,0,Nothing
Soulrender,main hand,0,0,0,0,0,Nothing
Stalvans Reaper,main hand,0,0,0,0,0,Nothing
Steelclaw Reaver,main hand,0,0,0,0,0,Nothing
Tooth of Eranikus,main hand,0,0,0,0,0,Nothing
Vibroblade,main hand,0,0,0,0,0,Nothing
Windreaper,main hand,0,0,0,0,0,Nothing
Winters Bite,main hand,0,0,0,0,0,Nothing
Wraith Scythe,main hand,0,0,0,0,0,Nothing
Zulian Hacker,main hand,0,0,0,0,0,Nothing
Axe of the Ebon Drake,main hand,0,0,0,0,0,Nothing
Barreling Reaper,main hand,0,0,0,0,0,Nothing
Black Metal Axe,main hand,0,0,0,0,0,Nothing
Bleeding Crescent,main hand,0,0,0,0,0,Nothing
Blitzcleaver,main hand,0,0,0,0,0,Nothing
Blue Glittering Axe,main hand,0,0,0,0,0,Nothing
Blurred Axe,main hand,0,0,0,0,0,Nothing
Branns Trusty Pick,main hand,0,0,0,0,0,Nothing
Brutish Riverpaw Axe,main hand,0,0,0,0,0,Nothing
Callous Axe,main hand,0,0,0,0,0,Nothing
Corpse Harvester,main hand,0,0,0,0,0,Nothing
Crescent Edge,main hand,0,0,0,0,0,Nothing
Crescent of Forlorn Spirits,main hand,0,0,0,0,0,Nothing
Deadmines Cleaver,main hand,0,0,0,0,0,Nothing
Defender Axe,main hand,0,0,0,0,0,Nothing
Demons Claw,main hand,0,0,0,0,0,Nothing
Dwarven Hatchet,main hand,0,0,0,0,0,Nothing
Eater of the Dead,main hand,0,0,0,0,0,Nothing
Ebonclaw Reaver,main hand,0,0,0,0,0,Nothing
Edge of Winter,main hand,0,0,0,0,0,Nothing
Elunite Axe,main hand,0,0,0,0,0,Nothing
Felstone Reaver,main hand,0,0,0,0,0,Nothing
Fish Gutter,main hand,0,0,0,0,0,Nothing
Flesh Carver,main hand,0,0,0,0,0,Nothing
Force of the Hippogryph,main hand,0,0,0,0,0,Nothing
Foresters Axe,main hand,0,0,0,0,0,Nothing
Gloom Reaper,main hand,0,0,0,0,0,Nothing
Gluttons Cleaver,main hand,0,0,0,0,0,Nothing
Greater Scythe,main hand,0,0,0,0,0,Nothing
Grunt Axe,main hand,0,0,0,0,0,Nothing
Guerrilla Cleaver,main hand,0,0,0,0,0,Nothing
Gutterblade,main hand,0,0,0,0,0,Nothing
Hacking Cleaver,main hand,0,0,0,0,0,Nothing
Haggards Axe,main hand,0,0,0,0,0,Nothing
Heavy Mithril Axe,main hand,0,0,0,0,0,Nothing
Heirloom Axe,main hand,0,0,0,0,0,Nothing
Hillborne Axe,main hand,0,0,0,0,0,Nothing
Ichor Spitter,main hand,0,0,0,0,0,Nothing
Marauder Axe,main hand,0,0,0,0,0,Nothing
Moon Cleaver,main hand,0,0,0,0,0,Nothing
Orcish Cleaver,main hand,0,0,0,0,0,Nothing
Ornate Thorium Handaxe,main hand,0,0,0,0,0,Nothing
Pointed Axe,main hand,0,0,0,0,0,Nothing
Ridge Cleaver,main hand,0,0,0,0,0,Nothing
Rodentia Flint Axe,main hand,0,0,0,0,0,Nothing
Savage Axe,main hand,0,0,0,0,0,Nothing
Scalping Tomahawk,main hand,0,0,0,0,0,Nothing
Shadowhide Scalper,main hand,0,0,0,0,0,Nothing
Shonis Disarming Tool,main hand,0,0,0,0,0,Nothing
Smites Reaver,main hand,0,0,0,0,0,Nothing
Splitting Hatchet,main hand,0,0,0,0,0,Nothing
Stonesplinter Axe,main hand,0,0,0,0,0,Nothing
Thelsamar Axe,main hand,0,0,0,0,0,Nothing
Thick War Axe,main hand,0,0,0,0,0,Nothing
Thungrims Axe,main hand,0,0,0,0,0,Nothing
Umbral Axe,main hand,0,0,0,0,0,Nothing
Warlords Axe,main hand,0,0,0,0,0,Nothing
Well Balanced Axe,main hand,0,0,0,0,0,Nothing
Anvilmar Hand Axe,main hand,0,0,0,0,0,Nothing
Bronze Axe,main hand,0,0,0,0,0,Nothing
Ceremonial Tomahawk,main hand,0,0,0,0,0,Nothing
Cleaver,main hand,0,0,0,0,0,Nothing
Copper Axe,main hand,0,0,0,0,0,Nothing
Crescent Axe,main hand,0,0,0,0,0,Nothing
Deadman Cleaver,main hand,0,0,0,0,0,Nothing
Double Axe,main hand,0,0,0,0,0,Nothing
Francisca,main hand,0,0,0,0,0,Nothing
Frostmane Hand Axe,main hand,0,0,0,0,0,Nothing
Hand Axe,main hand,0,0,0,0,0,Nothing
Hatchet,main hand,0,0,0,0,0,Nothing
Kobold Excavation Pick,main hand,0,0,0,0,0,Nothing
Lumberjack Axe,main hand,0,0,0,0,0,Nothing
Primitive Hatchet,main hand,0,0,0,0,0,Nothing
Sharp Axe,main hand,0,0,0,0,0,Nothing
Skull Hatchet,main hand,0,0,0,0,0,Nothing
